image_path,Adventure,Fantasy,Historical,Isekai,Mystery,Romance,School,SF,sports,Supernatural
./images/Romance/Inu to Kuzu_593.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Is_641.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Itazura na Kiss_294.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Itoshi no Kana_624.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Itoshi no Karin_723.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/JakuChara Tomozakikun_932.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Jigoku no Enra_211.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Jigokuren Love in the Hell_978.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Jiisan Baasan Wakagaeru_608.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Jimoto no Ijimekkotachi ni Shikaeshi Shiyou to Shitara Betsu no Tatakai ga Hajimatta_654.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Jirai nan desu ka Chiharasan_554.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Junai Tokkou Taichou_571.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kaette Kudasai Akutsusan_200.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kagami no Kuni no Harisugawa_802.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kagerou Daze_178.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
./images/Romance/Kaguyasama wa Kokurasetai Doujinban_192.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kaguyasama wa Kokurasetai Tensaitachi no Renai Zunousen_815.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kaichou wa Maidsama Marriage_660.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kaichou wa Maidsama_171.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/KaikanPhrase_832.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kakkou no Iinazuke_153.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kakunaru Ue wa_517.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kamibukurokun wa Koishiteru_123.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kamichama Karin_399.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kamikaze Kaitou Jeanne_829.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Kamisama ga Uso wo Tsuku_591.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kanansama wa Akumade Choroi_828.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Kannagi_261.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kanojo Hitomishirimasu_164.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kanojo mo Kanojo_506.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kanojo ni Naru Hi Another_253.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kanojo ni Naru Hi_545.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kanojo Okarishimasu_418.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kanojo wo Mamoru 51 no Houhou_234.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kanokon_444.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Kao dake ja Suki ni Narimasen_380.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kao ni Denai Kashiwadasan to Kao ni Deru Ootakun_677.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kaoru Hana wa Rin to Saku_453.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Karakai Jouzu no Takagisan_817.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Karate Shoukoushi Kohinata Minoru_613.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
./images/Romance/Kare First Love_660.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kareshi Kanojo no Jijou_393.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Karin_677.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Katsu_764.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
./images/Romance/Kawaii dake ja Nai Shikimorisan_415.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kawaii Hito_620.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kawaii Joushi wo Komarasetai_271.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kawaii nante Kiitenai_781.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kawaikereba Hentai demo Suki ni Natte Kuremasu ka_338.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kedamono Kareshi_999.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Keikenzumi na Kimi to Keiken Zero na Ore ga Otsukiai suru Hanashi_180.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kekkon suru tte Hontou desu ka_943.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kesa mo Yuraretemasu_827.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kieta Hatsukoi_741.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi ga Inakya Dame tte Itte_675.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi ga Kirai na Koi no Hanashi_770.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi ni Happiness_359.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi ni Koishite Ii desu ka_386.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi ni Todoke_574.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi no Iru Machi_841.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi no Koto ga Daidaidaidaidaisuki na 100nin no Kanojo_791.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi no Okaasan wo Boku ni Kudasai_619.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi no Sei_320.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi no Suizou wo Tabetai_206.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi Note_362.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi to Boku_864.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi wa Girlfriend_330.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi wa Houkago Insomnia_294.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kimi wa Meidosama_821.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kimi wa Midara na Boku no Joou_739.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Kimi wa Pet_130.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kin no Kanojo Gin no Kanojo_829.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kiniro no Corda_544.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kishuku Gakkou no Juliet_238.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kiss x Sis_447.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kiss yori mo Hayaku_599.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/KissHug_851.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kitchen no Ohimesama_546.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kobayashi ga Kawai sugite Tsurai_712.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kodomo no Jikan_669.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kodomo no Omocha_862.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koe de Oshigoto_763.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koharu no Hibi_260.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koi dano Ai dano_196.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koi to Uso_378.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koi wa Ameagari no You ni_567.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koi wo Suru no ga Shigoto desu_538.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koibana Koiseyo Hanabi_289.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koibana Onsen_122.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koimoku_180.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koiseyo Mayakashi Tenshidomo_429.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koishita node Cast shitemita_438.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koisome Momiji_666.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koisuru Harinezumi_711.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koisuru Kiseichuu_724.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Koisuru Yankee Girl_378.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koiwazurai no Ellie_170.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koizora Setsunai Koimonogatari_652.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koko ni Iru yo_349.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kokoro Connect_384.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kono Kaisha ni Suki na Hito ga Imasu_537.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kono Oneesan wa Fiction desu_999.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kono S wo Mi yo  Cupid no Itazura_411.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Konya wa Tsuki ga Kirei desu ga Toriaezu Shine_617.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kore wa Koi no Hanashi_358.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Koroshi Ai_100.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kotonoha no Niwa_815.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kotoshi no Mitsuishisan wa Dokoka Okashii_928.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kou2 ni Time Leap Shita Ore ga Touji Suki datta Sensei ni Kokutta Kekka_363.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Koukou Debut_593.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kowloon Generic Romance_817.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
./images/Romance/Kubosan wa Mob wo Yurusanai_867.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kuchi ga Saketemo Kimi ni wa_218.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kurenai_711.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai_546.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kurosakikun no Iinari ni Nante Naranai_140.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kuso Onna ni Sachi Are_922.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Kusunokisan wa Koukou Debut ni Shippaishiteiru_228.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kuzu no Honkai_123.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kuzumikun Kuuki Yometemasu ka_311.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kyou Koi wo Hajimemasu_430.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kyou no Cerberus_449.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Kyou no Kirakun_933.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kyou no Yuikosan_257.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Kyoukai no Rinne_691.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Kämpfer_692.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Last Game_522.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/LDK_938.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Lilim Kiss_674.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/LitchiHikari Club_707.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Living no Matsunagasan_116.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Lock On_836.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Love Celeb_561.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Love Hina_732.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Love in the Mask_535.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Love So Life_358.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/LoveBerrish_777.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/LovelyComplex_547.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Machidakun no Sekai_683.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Machigatteita no wa Ore Datta n da_769.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/MagaTsuki_265.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Mairimashita Senpai_107.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Maison Ikkoku_947.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mamahaha no Tsurego ga Motokano datta_325.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Manga Mitai na Koi Shitai_707.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Marmalade Boy_800.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Marry My Husband_374.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mars_812.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Masamunekun no Revenge_336.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mata Kataomou_532.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Maybe Meant to Be_636.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mayo Chiki_432.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mayonaka Heart Tune_414.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Megami no Café Terrace_646.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Megamiryou no Ryoubokun_457.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Megane Tokidoki Yankeekun_533.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Megurosan wa Hajimete ja Nai_517.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Meikasan wa Oshikorosenai_209.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mekakushi no Kuni_193.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Miageru to Kimi wa_478.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Midara na Aochan wa Benkyou ga Dekinai_201.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Midnight Secretary_579.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Midori no Hibi_298.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Miichan wa Kawaretai_453.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mijuku na Futari de Gozaimasu ga_672.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mikadono Sanshimai wa Angai Choroi_413.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Mikakunin de Shinkoukei_724.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Minamotokun Monogatari_784.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mirai Nikki Mosaic_328.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
./images/Romance/Mishounen Produce_559.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mitsu x Mitsu Drops_470.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mizutama Honey Boy_164.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Moe Kare_208.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Momoiro Heaven_917.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Momose Akira no Hatsukoi Hatanchuu_194.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Monku no Tsukeyou ga Nai Love Comedy_764.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Monster Girl_288.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Moujuusei Shounen Shoujo_708.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mousou Telepathy_659.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Mujaki no Rakuen_449.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Museru kurai no Ai wo Ageru_457.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Musume ja Nakute Mama ga Suki nano_811.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/My Bias Gets on the Last Train_132.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nagareboshi Lens_657.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Namaikizakari_313.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
./images/Romance/Namida Usagi Seifuku no Kataomoi_217.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Nana to Kaoru Black Label_374.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nana to Kaoru_767.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/NanaKo Robin_688.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nana_497.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nanoka no Kare_573.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Natsu no Zenjitsu_505.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nazo no Kanojo X_286.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Ne Ne Ne_426.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Negakun to Posichan_890.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Negative Happy Chainsaw Edge_170.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Neko to Kiss_752.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
./images/Romance/Nekota no Koto ga Kininatte Shikatanai_908.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Netoge no Yome wa Onnanoko ja Nai to Omotta_651.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/New Normal_388.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/NHK ni Youkoso_864.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Nijiiro Days_744.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Nineteen TwentyOne_796.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/Ninja Shinobusan no Junjou_734.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Nisekoi Doumei_402.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Nisekoi_328.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
./images/Romance/Nishikikun no Nasugamama_435.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Romance/No Bra_138.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
